seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae
a8656741-90ca-4e5f-a2a2-a7bc0ab05146	0.173	0.127	0.995	0.687	0.427
283e90ad-c9f2-4463-991c-5636d92809a3	0.953	0.647	0.125	0.993	0.927
d1a67308-38bc-45a9-8810-ea7bb76234b0	0.827	0.813	0.965	1.000	0.980
e50c1201-17e2-48be-844f-14efc9121578	1.000	0.153	0.420	0.840	0.833
9cffef46-7d31-4acd-8d41-d36852a209c8	1.000	0.353	0.215	0.973	0.540
cfae808c-419b-4b97-9733-cd03782b728a	0.887	0.767	0.215	1.000	0.793
e70cb1d0-b8d4-496f-8a1a-948b4e427c68	0.867	0.347	0.175	0.967	0.733
6398eb92-5c41-4038-aeb6-7754547d9207	0.040	0.540	0.290	0.553	0.667
42c5e98f-3c98-4356-b2e0-5d035f9539fe	0.987	0.667	0.180	0.853	0.773
797a4d8b-1d70-4c76-9ca3-23c986d40c50	1.000	0.560	0.195	0.987	0.613
08bbdb99-bcd3-4281-b205-cb66ef4dac1a	0.880	0.193	0.225	0.960	0.747
cdaaa52c-8e11-4a6b-9344-dbf260d85499	0.693	0.467	0.230	0.893	0.913
80af437f-fa01-4d16-95a0-8937848e0fb4	0.747	0.647	0.185	1.000	0.960
7d7a45c3-fd7e-4901-9d12-ff53b75aeeaf	1.000	0.660	0.525	0.973	0.887
f27a23f6-fc60-4b6e-8343-7a596f9105f8	0.987	0.153	0.200	0.860	0.813
3a6a64ff-a8d4-43b3-8239-d83aebe47ff5	0.107	0.073	0.880	0.307	0.180
8966929e-d5dd-4587-ad5c-cdc20bccdcca	1.000	0.627	0.265	0.600	0.840
1c4b0055-3501-4283-ae22-f3f42b33ab08	0.820	0.913	0.165	1.000	0.860
7dce5976-a4fa-4712-a949-30c26ef96ff0	0.987	0.133	0.260	0.980	0.593
8e4e0253-f38b-41c7-babc-ee67491f09ef	0.953	0.620	0.860	0.267	0.767
c8f97914-04b0-4721-9de2-e4f28a161313	0.867	0.780	0.305	0.953	0.367
0a91b6c1-303e-4a72-93ca-73764fc24a9b	0.713	0.340	0.285	0.807	0.747
9fb08bf5-6ff0-49c3-b7d2-63ab62a7dc3d	0.873	0.493	0.465	0.927	0.953
c647e816-2dfb-4854-8aff-f76bdcc6bac3	0.680	0.920	0.230	0.907	0.920
6eb969ab-87db-4b22-8cca-d94da94b0798	0.887	0.707	0.645	1.000	0.627
d59b25fe-fd1d-4e20-9ab0-8e7ba6a50493	0.820	0.507	0.465	0.900	0.587
e4721f7e-8c85-4e9a-932d-5e70eaf20f6d	0.827	0.513	0.170	0.973	0.627
d685ecf6-9a6d-4bb5-91e4-134c725be280	1.000	0.240	0.365	0.947	0.667
7e5aea23-abe9-46d0-acac-73749afa9f14	0.387	0.153	0.980	0.480	0.333
ece2cc49-7519-455a-b2d9-5b7d1302ffe4	0.273	0.280	0.985	0.280	0.447
dc21900e-cda4-4c2d-8a24-b7fd142464e5	0.867	0.320	0.245	0.980	0.840
7f503313-adf9-4a8b-b8da-59d54af68a65	1.000	0.267	0.175	0.827	0.720
fed6e84a-b789-4760-bbdc-6c791137394c	1.000	0.207	0.180	0.433	0.687
9aadc722-28b2-4724-9949-7a15700441e1	1.000	0.400	0.220	0.967	0.727
48ad6279-d732-4057-b82e-329da9cab492	0.960	0.940	0.275	0.767	0.760
72827184-ef7f-4222-b9a4-1705a96cf51c	1.000	0.947	0.080	0.867	0.333
22199370-0741-4503-a1ae-89fcd6f68235	0.647	0.747	0.660	0.993	0.980
eadf0e3b-47e9-4694-b940-58dec2c77aca	0.300	0.747	0.650	0.933	0.860
0195085b-2f9b-46af-8018-a61ddcd815b9	1.000	0.493	0.200	0.993	0.993
